savivaldybe,rodiklis,metai,metai_menesis,menesis,nedarbas,vid_nedarbas
Klaipėdos m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,8.70,
Klaipėdos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,6.10,6.20
Klaipėdos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,6.20,
Klaipėdos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,6.20,
Klaipėdos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,5.90,
Klaipėdos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,5.60,
Klaipėdos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,5.80,
Klaipėdos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,6.00,
Klaipėdos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,6.30,
Klaipėdos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,6.40,
Klaipėdos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,6.40,
Klaipėdos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,6.60,
Klaipėdos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,6.90,
Kretingos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,7.90,7.54
Kretingos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,8.10,
Kretingos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,7.90,
Kretingos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,7.20,
Kretingos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,6.50,
Kretingos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,6.50,
Kretingos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,6.70,
Kretingos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,6.90,
Kretingos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,7.60,
Kretingos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,8.00,
Kretingos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,8.40,
Kretingos r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,8.80,
Kupiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,9.50,8.68
Kupiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,9.60,
Kupiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,9.20,
Kupiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,8.20,
Kupiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,7.60,
Kupiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,8.20,
Kupiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,8.20,
Kupiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,8.40,
Kupiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,8.60,
Kupiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,8.30,
Kupiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,8.80,
Kupiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,9.50,
Lazdijų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,10.00,10.29
Lazdijų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,9.80,
Lazdijų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,9.70,
Lazdijų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,9.50,
Lazdijų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,9.70,
Lazdijų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,10.30,
Lazdijų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,10.80,
Lazdijų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,11.20,
Lazdijų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,10.80,
Lazdijų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,10.20,
Lazdijų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,10.50,
Lazdijų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,11.00,
Marijampolės sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,8.80,8.72
Marijampolės sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,8.70,
Marijampolės sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,9.30,
Marijampolės sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,8.20,
Marijampolės sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,8.10,
Marijampolės sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,8.90,
Marijampolės sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,8.80,
Marijampolės sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,9.30,
Marijampolės sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,8.80,
Marijampolės sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,8.20,
Marijampolės sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,8.60,
Marijampolės sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,8.90,
Mažeikių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,10.30,9.67
Mažeikių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,10.30,
Mažeikių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,10.00,
Mažeikių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,9.70,
Mažeikių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,9.20,
Mažeikių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,9.20,
Mažeikių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,9.60,
Mažeikių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,9.70,
Mažeikių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,9.40,
Mažeikių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,9.30,
Mažeikių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,9.40,
Mažeikių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,9.90,
Molėtų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,9.10,7.86
Molėtų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,8.90,
Molėtų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,8.60,
Molėtų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,7.00,
Molėtų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,6.10,
Molėtų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,6.90,
Molėtų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,6.60,
Molėtų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,7.50,
Molėtų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,8.40,
Molėtų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,7.80,
Molėtų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,8.60,
Molėtų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,8.80,
Neringos sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,3.80,3.18
Neringos sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,4.20,
Neringos sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,4.10,
Neringos sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,3.80,
Neringos sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,2.30,
Neringos sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,1.80,
Neringos sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,2.10,
Neringos sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,2.10,
Neringos sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,2.70,
Neringos sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,3.60,
Neringos sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,3.90,
Neringos sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,3.80,
Pagėgių sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,10.20,9.18
Pagėgių sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,10.40,
Pagėgių sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,10.10,
Pagėgių sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,9.20,
Pagėgių sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,8.70,
Pagėgių sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,8.30,
Pagėgių sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,8.20,
Pagėgių sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,8.70,
Pagėgių sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,8.80,
Pagėgių sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,9.30,
Pagėgių sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,8.90,
Pagėgių sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,9.30,
Pakruojo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,10.70,9.03
Pakruojo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,10.70,
Pakruojo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,10.20,
Pakruojo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,8.80,
Pakruojo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,8.30,
Pakruojo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,8.80,
Pakruojo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,8.30,
Pakruojo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,8.40,
Pakruojo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,8.00,
Pakruojo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,8.00,
Pakruojo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,8.80,
Pakruojo r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,9.40,
Palangos m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,9.10,7.83
Palangos m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,8.80,
Palangos m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,9.00,
Palangos m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,8.00,
Palangos m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,6.60,
Palangos m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,6.10,
Palangos m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,5.90,
Palangos m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,6.30,
Palangos m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,7.80,
Palangos m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,8.30,
Palangos m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,8.90,
Palangos m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,9.10,
Panevėžio m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,8.90,8.66
Panevėžio m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,8.90,
Panevėžio m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,9.10,
Panevėžio m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,8.40,
Panevėžio m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,8.20,
Panevėžio m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,8.50,
Panevėžio m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,8.60,
Panevėžio m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,8.50,
Panevėžio m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,8.60,
Panevėžio m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,8.40,
Panevėžio m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,8.60,
Panevėžio m. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,9.20,
Panevėžio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,8.80,8.53
Panevėžio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,8.90,
Panevėžio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,8.80,
Panevėžio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,8.20,
Panevėžio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,7.90,
Panevėžio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,8.00,
Panevėžio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,8.20,
Panevėžio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,8.40,
Panevėžio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,8.40,
Panevėžio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,8.30,
Panevėžio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,8.90,
Panevėžio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,9.50,
Pasvalio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,10.00,9.64
Pasvalio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,10.20,
Pasvalio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,10.30,
Pasvalio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,9.30,
Pasvalio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,9.10,
Pasvalio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,9.20,
Pasvalio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,9.00,
Pasvalio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,9.20,
Pasvalio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,9.60,
Pasvalio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,9.30,
Pasvalio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,10.00,
Pasvalio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,10.50,
Plungės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,9.80,8.65
Plungės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,9.60,
Plungės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,9.30,
Plungės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,8.70,
Plungės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,8.00,
Plungės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,8.20,
Plungės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,8.10,
Plungės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,8.50,
Plungės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,8.30,
Plungės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,8.10,
Plungės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,8.30,
Plungės r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,8.90,
Prienų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,8.40,7.34
Prienų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,8.60,
Prienų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,8.10,
Prienų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,7.30,
Prienų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,6.80,
Prienų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,6.80,
Prienų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,6.70,
Prienų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,6.90,
Prienų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,6.70,
Prienų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,7.00,
Prienų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,7.30,
Prienų r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,7.50,
Radviliškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,11.10,10.04
Radviliškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,11.00,
Radviliškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,10.80,
Radviliškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,9.80,
Radviliškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,9.20,
Radviliškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,9.50,
Radviliškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,9.70,
Radviliškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,10.00,
Radviliškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,9.70,
Radviliškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,9.40,
Radviliškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,9.90,
Radviliškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,10.40,
Raseinių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,10.90,10.27
Raseinių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,11.10,
Raseinių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,10.90,
Raseinių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,10.10,
Raseinių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,9.90,
Raseinių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,10.10,
Raseinių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,10.10,
Raseinių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,10.30,
Raseinių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,9.70,
Raseinių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,9.50,
Raseinių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,10.00,
Raseinių r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,10.60,
Rietavo sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,9.30,8.23
Rietavo sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,9.00,
Rietavo sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,8.90,
Rietavo sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,7.70,
Rietavo sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,7.30,
Rietavo sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,7.50,
Rietavo sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,7.80,
Rietavo sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,8.00,
Rietavo sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,8.20,
Rietavo sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,7.90,
Rietavo sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202411,11,8.30,
Rietavo sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202412,12,8.90,
Rokiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202401,1,10.90,10.37
Rokiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202402,2,11.00,
Rokiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202403,3,11.10,
Rokiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202404,4,10.00,
Rokiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202405,5,9.50,
Rokiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202406,6,10.30,
Rokiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202407,7,10.00,
Rokiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202408,8,10.40,
Rokiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202409,9,10.20,
Rokiškio r. sav.,Registruotas nedarbas  - bedarbių proc. nuo DAG,2024,202410,10,9.90,
